,match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_competition_id,competition_country_name,competition_competition_name,season_season_id,season_season_name,home_team_home_team_id,home_team_home_team_name,home_team_home_team_gender,home_team_home_team_group,home_team_country_id,home_team_country_name,home_team_managers,away_team_away_team_id,away_team_away_team_name,away_team_away_team_gender,away_team_away_team_group,away_team_country_id,away_team_country_name,away_team_managers,metadata_data_version,competition_stage_id,competition_stage_name,stadium_id,stadium_name,stadium_country_id,stadium_country_name,referee_id,referee_name,referee_country_id,referee_country_name
13,7554,2018-06-24,20:00:00.000,0,3,available,scheduled,2021-12-06T23:06:14.060164,2021-06-13T16:17:31.694,2,43,International,FIFA World Cup,3,2018,789,Poland,male,Group H,182,Poland,"[{'id': 542, 'name': 'Adam Nawałka', 'nickname': None, 'dob': '1957-10-23', 'country': {'id': 182, 'name': 'Poland'}}]",769,Colombia,male,Group H,49,Colombia,"[{'id': 634, 'name': 'José Néstor Pekerman', 'nickname': 'José Pékerman', 'dob': '1949-09-03', 'country': {'id': 11, 'name': 'Argentina'}}]",1.0.2,10,Group Stage,4258,Ak Bars Arena,188,Russia,740,César Arturo Ramos Palazuelos,147,Mexico
14,7554,2018-06-21,17:00:00.000,1,0,available,scheduled,2021-12-06T22:55:38.505927,2021-06-13T16:17:31.694,2,43,International,FIFA World Cup,3,2018,771,France,male,Group C,78,France,"[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]",784,Peru,male,Group C,179,Peru,"[{'id': 629, 'name': 'Ricardo Alberto Gareca Nardi', 'nickname': 'Ricardo Gareca', 'dob': '1958-02-10', 'country': {'id': 11, 'name': 'Argentina'}}]",1.0.2,10,Group Stage,4261,	Ekaterinburg Arena,188,Russia,737,Mohamed Abdulla Hassan Mohd,239,United Arab Emirates
15,7554,2018-06-19,17:00:00.000,1,2,available,scheduled,2022-08-04T21:52:14.582286,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,3,2018,789,Poland,male,Group H,182,Poland,"[{'id': 542, 'name': 'Adam Nawałka', 'nickname': None, 'dob': '1957-10-23', 'country': {'id': 182, 'name': 'Poland'}}]",787,Senegal,male,Group H,202,Senegal,"[{'id': 635, 'name': 'Aliou Cissé', 'nickname': None, 'dob': '1976-03-24', 'country': {'id': 202, 'name': 'Senegal'}}]",1.0.2,10,Group Stage,4130,Otkritie Bank Arena,188,Russia,176,Nawaf Abdulla Ghayyath Shukralla,18,Bahrain
16,7554,2018-06-18,14:00:00.000,1,0,available,scheduled,2021-12-06T22:35:05.661789,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,3,2018,790,Sweden,male,Group F,220,Sweden,"[{'id': 549, 'name': 'Jan Olof Andersson', 'nickname': None, 'dob': '1962-09-29', 'country': {'id': 220, 'name': 'Sweden'}}]",791,South Korea,male,Group F,121,Korea (South),"[{'id': 631, 'name': 'Tae-Yong Shin', 'nickname': 'Shin Tae-Yong', 'dob': '1970-10-11', 'country': {'id': 121, 'name': 'Korea\xa0(South)'}}]",1.0.2,10,Group Stage,4263,Stadion Nizhny Novgorod (Nizhniy Novgorod),188,Russia,742,Joel Antonio Aguilar Chicas,67,El Salvador
17,7554,2018-06-15,20:00:00.000,3,3,available,scheduled,2021-12-06T22:30:32.372616,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,3,2018,780,Portugal,male,Group B,183,Portugal,"[{'id': 607, 'name': 'Fernando Manuel Fernandes da Costa Santos', 'nickname': 'Fernando Santos', 'dob': '1954-10-10', 'country': {'id': 183, 'name': 'Portugal'}}]",772,Spain,male,Group B,214,Spain,"[{'id': 643, 'name': 'Fernando Ruiz Hierro', 'nickname': 'Fernando Hierro', 'dob': '1968-03-23', 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,10,Group Stage,249,	Olimpiyskiy Stadion Fisht ,188,Russia,268,Gianluca Rocchi,112,Italy
18,7554,2018-06-27,20:00:00.000,0,2,available,scheduled,2021-12-06T23:11:59.985953,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,3,2018,786,Serbia,male,Group E,203,Serbia,"[{'id': 640, 'name': 'Mladen Krstajić', 'nickname': None, 'dob': '1974-03-04', 'country': {'id': 203, 'name': 'Serbia'}}]",781,Brazil,male,Group E,31,Brazil,"[{'id': 547, 'name': 'Adenor Leonardo Bacchi', 'nickname': 'Tite', 'dob': '1961-05-25', 'country': {'id': 31, 'name': 'Brazil'}}]",1.0.2,10,Group Stage,4130,Otkritie Bank Arena,188,Russia,741,Alireza Faghani,107,"Iran, Islamic Republic of"
19,7554,2018-06-23,20:00:00.000,2,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,2,43,International,FIFA World Cup,3,2018,770,Germany,male,Group F,85,Germany,"[{'id': 602, 'name': 'Joachim Löw', 'nickname': None, 'dob': '1960-02-03', 'country': {'id': 85, 'name': 'Germany'}}]",790,Sweden,male,Group F,220,Sweden,"[{'id': 549, 'name': 'Jan Olof Andersson', 'nickname': None, 'dob': '1962-09-29', 'country': {'id': 220, 'name': 'Sweden'}}]",1.0.2,10,Group Stage,249,	Olimpiyskiy Stadion Fisht ,188,Russia,367,Szymon Marciniak,182,Poland
20,7554,2018-06-18,20:00:00.000,1,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,3,2018,777,Tunisia,male,Group G,232,Tunisia,"[{'id': 557, 'name': 'Nabil Maâloul', 'nickname': None, 'dob': '1962-07-25', 'country': {'id': 232, 'name': 'Tunisia'}}]",768,England,male,Group G,68,England,"[{'id': 277, 'name': 'Gareth Southgate', 'nickname': None, 'dob': '1970-09-03', 'country': {'id': 68, 'name': 'England'}}]",1.0.2,10,Group Stage,4257,Volgograd Arena,188,Russia,175,Wilmar Alexander Roldán Pérez,49,Colombia
21,7554,2018-06-30,16:00:00.000,4,3,available,scheduled,2023-07-24T13:08:22.514280,2021-06-13T16:17:31.694,4,43,International,FIFA World Cup,3,2018,771,France,male,,78,France,"[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]",779,Argentina,male,,11,Argentina,"[{'id': 637, 'name': 'Jorge Luis Sampaoli Moya', 'nickname': 'Jorge Sampaoli', 'dob': '1960-03-13', 'country': {'id': 11, 'name': 'Argentina'}}]",1.0.2,33,Round of 16,4258,Ak Bars Arena,188,Russia,741,Alireza Faghani,107,"Iran, Islamic Republic of"
22,7554,2018-07-06,20:00:00.000,1,2,available,scheduled,2023-07-24T13:07:31.588643,2021-06-13T16:17:31.694,5,43,International,FIFA World Cup,3,2018,781,Brazil,male,,31,Brazil,"[{'id': 547, 'name': 'Adenor Leonardo Bacchi', 'nickname': 'Tite', 'dob': '1961-05-25', 'country': {'id': 31, 'name': 'Brazil'}}]",782,Belgium,male,,22,Belgium,"[{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': '1973-07-13', 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,11,Quarter-finals,4258,Ak Bars Arena,188,Russia,727,Milorad Mažić,203,Serbia
23,7554,2018-07-01,20:00:00.000,1,1,available,scheduled,2023-07-24T13:02:28.281757,2021-06-13T16:17:31.694,4,43,International,FIFA World Cup,3,2018,785,Croatia,male,,56,Croatia,"[{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': '1966-10-26', 'country': {'id': 56, 'name': 'Croatia'}}]",776,Denmark,male,,61,Denmark,"[{'id': 641, 'name': 'Åge Fridtjof Hareide', 'nickname': 'Åge Hareide', 'dob': '1953-09-23', 'country': {'id': 171, 'name': 'Norway'}}]",1.0.2,33,Round of 16,4263,Stadion Nizhny Novgorod (Nizhniy Novgorod),188,Russia,730,Néstor Fabián Pitana,11,Argentina
24,7554,2018-06-22,17:00:00.000,2,0,available,scheduled,2023-07-24T12:57:42.774279,2021-06-13T16:17:31.694,2,43,International,FIFA World Cup,3,2018,775,Nigeria,male,D,166,Nigeria,"[{'id': 636, 'name': 'Gernot Rohr', 'nickname': None, 'dob': '1953-06-28', 'country': {'id': 85, 'name': 'Germany'}}]",793,Iceland,male,D,104,Iceland,"[{'id': 648, 'name': 'Heimir Hallgrímsson', 'nickname': None, 'dob': '1967-06-10', 'country': {'id': 104, 'name': 'Iceland'}}]",1.0.2,10,Group Stage,4257,Volgograd Arena,188,Russia,739,Matthew Conger,163,New Zealand
25,7554,2018-06-16,21:00:00.000,2,0,available,scheduled,2023-07-24T12:57:10.686569,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,3,2018,785,Croatia,male,D,56,Croatia,"[{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': '1966-10-26', 'country': {'id': 56, 'name': 'Croatia'}}]",775,Nigeria,male,D,166,Nigeria,"[{'id': 636, 'name': 'Gernot Rohr', 'nickname': None, 'dob': '1953-06-28', 'country': {'id': 85, 'name': 'Germany'}}]",1.0.2,10,Group Stage,4260,Stadion Kaliningrad,188,Russia,738,Sandro Ricci,31,Brazil
26,7554,2018-06-17,17:00:00.000,0,1,available,scheduled,2023-07-24T12:59:04.243065,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,3,2018,770,Germany,male,F,85,Germany,"[{'id': 602, 'name': 'Joachim Löw', 'nickname': None, 'dob': '1960-02-03', 'country': {'id': 85, 'name': 'Germany'}}]",794,Mexico,male,F,147,Mexico,"[{'id': 632, 'name': 'Juan Carlos Osorio Arbeláez', 'nickname': 'Juan Carlos Osorio', 'dob': '1961-06-08', 'country': {'id': 49, 'name': 'Colombia'}}]",1.0.2,10,Group Stage,255,Stadion Luzhniki,188,Russia,741,Alireza Faghani,107,"Iran, Islamic Republic of"
27,7554,2018-06-26,16:00:00.000,0,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,3,2018,792,Australia,male,Group C,14,Australia,"[{'id': 630, 'name': 'Lambertus van Marwijk', 'nickname': None, 'dob': '1952-05-19', 'country': {'id': 160, 'name': 'Netherlands'}}]",784,Peru,male,Group C,179,Peru,"[{'id': 629, 'name': 'Ricardo Alberto Gareca Nardi', 'nickname': 'Ricardo Gareca', 'dob': '1958-02-10', 'country': {'id': 11, 'name': 'Argentina'}}]",1.0.2,10,Group Stage,249,	Olimpiyskiy Stadion Fisht ,188,Russia,725,Sergey Karasev,188,Russia
28,7554,2018-06-28,16:00:00.000,0,1,available,scheduled,2023-07-24T13:05:36.603746,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,3,2018,787,Senegal,male,H,202,Senegal,"[{'id': 635, 'name': 'Aliou Cissé', 'nickname': None, 'dob': '1976-03-24', 'country': {'id': 202, 'name': 'Senegal'}}]",769,Colombia,male,H,49,Colombia,"[{'id': 634, 'name': 'José Néstor Pekerman', 'nickname': 'José Pékerman', 'dob': '1949-09-03', 'country': {'id': 11, 'name': 'Argentina'}}]",1.0.2,10,Group Stage,118023,	Solidarnost Arena,188,Russia,727,Milorad Mažić,203,Serbia
29,7554,2018-06-28,20:00:00.000,1,2,available,scheduled,2023-07-24T13:07:30.425943,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,3,2018,798,Panama,male,G,176,Panama,"[{'id': 654, 'name': 'Hernán Darío Gómez Jaramillo', 'nickname': 'Hernán Darío Gómez', 'dob': '1956-02-03', 'country': {'id': 49, 'name': 'Colombia'}}]",777,Tunisia,male,G,232,Tunisia,"[{'id': 557, 'name': 'Nabil Maâloul', 'nickname': None, 'dob': '1962-07-25', 'country': {'id': 232, 'name': 'Tunisia'}}]",1.0.2,10,Group Stage,4259,Mordovia Arena,188,Russia,176,Nawaf Abdulla Ghayyath Shukralla,18,Bahrain
30,7554,2018-06-27,20:00:00.000,2,2,available,scheduled,2023-07-24T13:07:04.150416,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,3,2018,773,Switzerland,male,E,221,Switzerland,"[{'id': 492, 'name': 'Vladimir Petković', 'nickname': None, 'dob': '1963-08-15', 'country': {'id': 28, 'name': 'Bosnia and Herzegovina'}}]",795,Costa Rica,male,E,54,Costa Rica,"[{'id': 646, 'name': 'Óscar Antonio Ramírez Hernández', 'nickname': 'Óscar Ramírez', 'dob': '1964-12-08', 'country': {'id': 54, 'name': 'Costa Rica'}}]",1.0.2,10,Group Stage,4263,Stadion Nizhny Novgorod (Nizhniy Novgorod),188,Russia,76,Clément Turpin,78,France
31,7554,2018-06-16,12:00:00.000,2,1,available,scheduled,2023-07-24T12:55:18.921925,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,3,2018,771,France,male,C,78,France,"[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]",792,Australia,male,C,14,Australia,"[{'id': 630, 'name': 'Lambertus van Marwijk', 'nickname': None, 'dob': '1952-05-19', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.0.2,10,Group Stage,4258,Ak Bars Arena,188,Russia,734,Andrés Cunha,242,Uruguay
32,7554,2018-06-25,16:00:00.000,3,0,available,scheduled,2020-10-25T14:03:50.263266,2021-06-13T16:17:31.694,3,43,International,FIFA World Cup,3,2018,783,Uruguay,male,Group A,242,Uruguay,"[{'id': 476, 'name': 'Óscar Washington Tabárez Silva', 'nickname': 'Óscar Tabárez', 'dob': '1947-03-03', 'country': {'id': 242, 'name': 'Uruguay'}}]",796,Russia,male,Group A,188,Russia,"[{'id': 365, 'name': 'Stanislav Cherchesov', 'nickname': None, 'dob': '1963-09-02', 'country': {'id': 188, 'name': 'Russia'}}]",1.0.2,10,Group Stage,118023,	Solidarnost Arena,188,Russia,732,Malang Diedhiou,202,Senegal
33,7554,2018-07-02,16:00:00.000,2,0,available,scheduled,2023-07-24T13:03:20.363454,2021-06-13T16:17:31.694,4,43,International,FIFA World Cup,3,2018,781,Brazil,male,,31,Brazil,"[{'id': 547, 'name': 'Adenor Leonardo Bacchi', 'nickname': 'Tite', 'dob': '1961-05-25', 'country': {'id': 31, 'name': 'Brazil'}}]",794,Mexico,male,,147,Mexico,"[{'id': 632, 'name': 'Juan Carlos Osorio Arbeláez', 'nickname': 'Juan Carlos Osorio', 'dob': '1961-06-08', 'country': {'id': 49, 'name': 'Colombia'}}]",1.0.2,33,Round of 16,118023,	Solidarnost Arena,188,Russia,268,Gianluca Rocchi,112,Italy
34,7554,2018-06-21,14:00:00.000,1,1,available,scheduled,2023-07-24T12:56:56.385911,2021-06-13T16:17:31.694,2,43,International,FIFA World Cup,3,2018,776,Denmark,male,C,61,Denmark,"[{'id': 641, 'name': 'Åge Fridtjof Hareide', 'nickname': 'Åge Hareide', 'dob': '1953-09-23', 'country': {'id': 171, 'name': 'Norway'}}]",792,Australia,male,C,14,Australia,"[{'id': 630, 'name': 'Lambertus van Marwijk', 'nickname': None, 'dob': '1952-05-19', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.0.2,10,Group Stage,118023,	Solidarnost Arena,188,Russia,180,Antonio Miguel Mateu Lahoz,214,Spain
35,7554,2018-06-17,14:00:00.000,0,1,available,scheduled,2023-07-24T12:58:02.125976,2021-06-13T16:17:31.694,1,43,International,FIFA World Cup,3,2018,795,Costa Rica,male,E,54,Costa Rica,"[{'id': 646, 'name': 'Óscar Antonio Ramírez Hernández', 'nickname': 'Óscar Ramírez', 'dob': '1964-12-08', 'country': {'id': 54, 'name': 'Costa Rica'}}]",786,Serbia,male,E,203,Serbia,"[{'id': 640, 'name': 'Mladen Krstajić', 'nickname': None, 'dob': '1974-03-04', 'country': {'id': 203, 'name': 'Serbia'}}]",1.0.2,10,Group Stage,118023,	Solidarnost Arena,188,Russia,732,Malang Diedhiou,202,Senegal
36,7554,2018-07-02,20:00:00.000,3,2,available,scheduled,2023-07-24T13:04:21.430916,2021-06-13T16:17:31.694,4,43,International,FIFA World Cup,3,2018,782,Belgium,male,,22,Belgium,"[{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': '1973-07-13', 'country': {'id': 214, 'name': 'Spain'}}]",778,Japan,male,,114,Japan,"[{'id': 644, 'name': 'Akira Nishino', 'nickname': None, 'dob': '1955-04-07', 'country': {'id': 114, 'name': 'Japan'}}]",1.0.2,33,Round of 16,256,	Rostov Arena,188,Russia,732,Malang Diedhiou,202,Senegal
37,7554,2018-06-21,20:00:00.000,0,3,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,2,43,International,FIFA World Cup,3,2018,779,Argentina,male,Group D,11,Argentina,"[{'id': 637, 'name': 'Jorge Luis Sampaoli Moya', 'nickname': 'Jorge Sampaoli', 'dob': '1960-03-13', 'country': {'id': 11, 'name': 'Argentina'}}]",785,Croatia,male,Group D,56,Croatia,"[{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': '1966-10-26', 'country': {'id': 56, 'name': 'Croatia'}}]",1.0.2,10,Group Stage,4263,Stadion Nizhny Novgorod (Nizhniy Novgorod),188,Russia,735,Ravshan Irmatov,244,Uzbekistan
38,7554,2018-07-06,16:00:00.000,0,2,available,scheduled,2022-08-04T21:58:22.163987,2021-06-13T16:17:31.694,5,43,International,FIFA World Cup,3,2018,783,Uruguay,male,,242,Uruguay,"[{'id': 476, 'name': 'Óscar Washington Tabárez Silva', 'nickname': 'Óscar Tabárez', 'dob': '1947-03-03', 'country': {'id': 242, 'name': 'Uruguay'}}]",771,France,male,,78,France,"[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]",1.0.2,11,Quarter-finals,4263,Stadion Nizhny Novgorod (Nizhniy Novgorod),188,Russia,730,Néstor Fabián Pitana,11,Argentina
39,7554,2018-07-15,17:00:00.000,4,2,available,scheduled,2023-07-24T13:03:36.244040,2021-06-13T16:17:31.694,7,43,International,FIFA World Cup,3,2018,771,France,male,,78,France,"[{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]",785,Croatia,male,,56,Croatia,"[{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': '1966-10-26', 'country': {'id': 56, 'name': 'Croatia'}}]",1.0.2,26,Final,255,Stadion Luzhniki,188,Russia,730,Néstor Fabián Pitana,11,Argentina
